categoria,titulo,url_album,imagem,ordem_imagem
Brasileirao Serie A,Bahia 26/27 Special Edition Jersey S-4XL7,https://minkang.x.yupoo.com/albums/252343750?uid=1&isSubCate=false&referrercate=680738,https://photo.yupoo.com/minkang/44fa7f5263/square.jpg,8
Brasileirao Serie A,Bahia 26/27 Special Edition Jersey S-4XL7,https://minkang.x.yupoo.com/albums/252343750?uid=1&isSubCate=false&referrercate=680738,https://photo.yupoo.com/minkang/377ca7d1e0/square.jpg,9
Brasileirao Serie A,Bahia 26/27 Special Edition Jersey S-4XL7,https://minkang.x.yupoo.com/albums/252343750?uid=1&isSubCate=false&referrercate=680738,https://photo.yupoo.com/minkang/a7a2c7fee3/square.jpg,10
Brasileirao Serie A,Bahia 26/27 Special Edition Jersey S-4XL7,https://minkang.x.yupoo.com/albums/252343750?uid=1&isSubCate=false&referrercate=680738,https://photo.yupoo.com/minkang/701cf7a231/square.jpg,11
Brasileirao Serie A,Bahia 26/27 Special Edition Jersey S-4XL7,https://minkang.x.yupoo.com/albums/252343750?uid=1&isSubCate=false&referrercate=680738,https://photo.yupoo.com/minkang/bf8092280b/square.jpg,12
Brasileirao Serie A,Bahia 26/27 Special Edition Jersey S-4XL7,https://minkang.x.yupoo.com/albums/252343750?uid=1&isSubCate=false&referrercate=680738,https://photo.yupoo.com/minkang/6ce1be89e9/square.jpg,13
Brasileirao Serie A,Bahia 26/27 Special Edition Jersey S-4XL7,https://minkang.x.yupoo.com/albums/252343750?uid=1&isSubCate=false&referrercate=680738,https://photo.yupoo.com/minkang/bbdbd7c4a3/square.jpg,14
Brasileirao Serie A,Fluminense 26/27 Third Womens Jersey S-XXL7,https://minkang.x.yupoo.com/albums/252344079?uid=1&isSubCate=false&referrercate=680738,https://photo.yupoo.com/minkang/cb979d944d/large.jpg,1
Brasileirao Serie A,Fluminense 26/27 Third Womens Jersey S-XXL7,https://minkang.x.yupoo.com/albums/252344079?uid=1&isSubCate=false&referrercate=680738,https://photo.yupoo.com/minkang/27bf6cacc1/large.jpg,2
Brasileirao Serie A,Fluminense 26/27 Third Womens Jersey S-XXL7,https://minkang.x.yupoo.com/albums/252344079?uid=1&isSubCate=false&referrercate=680738,https://photo.yupoo.com/minkang/29c8edf192/large.jpg,3
Brasileirao Serie A,Fluminense 26/27 Third Womens Jersey S-XXL7,https://minkang.x.yupoo.com/albums/252344079?uid=1&isSubCate=false&referrercate=680738,https://photo.yupoo.com/minkang/ce6fe48e94/large.jpg,4
Brasileirao Serie A,Fluminense 26/27 Third Womens Jersey S-XXL7,https://minkang.x.yupoo.com/albums/252344079?uid=1&isSubCate=false&referrercate=680738,https://photo.yupoo.com/minkang/c3ee7d773a/large.jpg,5
Brasileirao Serie A,Fluminense 26/27 Third Womens Jersey S-XXL7,https://minkang.x.yupoo.com/albums/252344079?uid=1&isSubCate=false&referrercate=680738,https://photo.yupoo.com/minkang/1b6f1fe757/large.jpg,6
Brasileirao Serie A,Fluminense 26/27 Third Womens Jersey S-XXL7,https://minkang.x.yupoo.com/albums/252344079?uid=1&isSubCate=false&referrercate=680738,https://photo.yupoo.com/minkang/2a689a12fe/large.jpg,7
Brasileirao Serie A,Fluminense 26/27 Third Womens Jersey S-XXL7,https://minkang.x.yupoo.com/albums/252344079?uid=1&isSubCate=false&referrercate=680738,https://photo.yupoo.com/minkang/cb979d944d/square.jpg,8
Brasileirao Serie A,Fluminense 26/27 Third Womens Jersey S-XXL7,https://minkang.x.yupoo.com/albums/252344079?uid=1&isSubCate=false&referrercate=680738,https://photo.yupoo.com/minkang/27bf6cacc1/square.jpg,9
